"CLCR","Cmax","Tmax","AUC24","AUC96","F","Clast"
100,13.0367263274193,1.58666661580404,83.929954534459,96.7942817686829,99.0524635380794,1.01298598702788
60,14.5379278998661,1.74499994913737,128.528880438869,153.563879837108,100,1.88392392490864
40,15.5633304483604,1.88333333333333,176.959792637265,224.186394145843,100,3.29054539589882
20,16.9325824108696,2.15,277.281715514054,432.18579976518,100,7.8157679380703
