"dose_mg","Cmax","Tmax","AUC24","AUC96","F","Clast"
138,3.1746058437705,1.5533332824707,19.068369647037,21.8845475900403,89.3483650282662,0.22367633775115
275,6.32620412629127,1.5533332824707,37.9985868099248,43.6105360399004,89.3484153012593,0.445731901534498
551,12.6754180431175,1.5533332824707,76.1352550006823,87.3795597179387,89.3483170060814,0.893083378795981
826,19.0016319782639,1.5533332824707,114.133804700081,130.990060974508,89.3483260057618,1.3388148623395
1101,25.3157132514191,1.5533332824707,152.114399857284,174.591618064837,89.3437535122779,1.78525386528611
