"logP_modified","particle_size","surfactant_pct","cosurfactant_pct","oil_pct","pe_concentration","polymer_loading","chitosan_coating","enteric_coating","dose_mg"
1.6,50.0072997992658,59.9774124768844,29.226782789586,69.9986679735214,49.9999435270877,29.2699742616131,1.6,1.6,999.801388339949
