parameter,value
F_oral,0.24661758062692407
Cmax,9.758165770459053
Tmax,1.2000000000000002
AUC,48.64146282062889
t_half,2.5000000000004126
Ctrough,0.020330447544764024
Cmax_MIC,9.758165770459053
AUC_MIC,48.64146282062889
Ka,1.9315276932706678
fitness,0.5664162917324147
