parameter,value
F_oral,0.25484722838583035
Cmax,10.981636267900972
Tmax,1.1
AUC,53.627469639152395
t_half,2.5000000000000124
Ctrough,0.022068419634141533
Cmax_MIC,10.981636267900972
AUC_MIC,53.627469639152395
Ka,2.1311903110859807
fitness,0.5874839948795715
