Time,Concentration
0,0
0.1,2.818875082416029
0.2,5.01961284536736
0.30000000000000004,6.722966417778668
0.4,8.026453928208628
0.5,9.008819808172296
0.6000000000000001,9.733639749569111
0.7000000000000001,10.252233684471186
0.8,10.60601960664294
0.9,10.828415560774605
1,10.946376525226983
1.1,10.981636267900972
1.2000000000000002,10.951710803731888
1.3,10.870709213003195
1.4000000000000001,10.749988796624804
1.5,10.598684447291278
1.6,10.424136380448875
1.7000000000000002,10.232235734788244
1.8,10.027703807259131
1.9000000000000001,9.81431766164542
2,9.595092404584069
2.1,9.372428447080445
2.2,9.148230472983302
2.3000000000000003,8.924003545743334
2.4000000000000004,8.700930742269989
2.5,8.47993586029174
2.6,8.261734064908325
2.7,8.046872789963961
2.8000000000000003,7.835764765390076
2.9000000000000004,7.628714682499823
3,7.4259407189890805
3.1,7.227591910877994
3.2,7.033762169120818
3.3000000000000003,6.84450158547972
3.4000000000000004,6.659825548518886
3.5,6.479722090586779
3.6,6.304157805858198
3.7,6.133082614220004
3.8000000000000003,5.966433593028275
3.9000000000000004,5.8041380561350495
4,5.646116025135807
4.1000000000000005,5.492282209954023
4.2,5.3425475933872475
4.3,5.196820696064717
4.4,5.055008583580851
4.5,4.917017665702337
4.6000000000000005,4.782754327957902
4.7,4.652125428172061
4.800000000000001,4.525038684243599
4.9,4.401402974411139
5,4.281128567160728
5.1000000000000005,4.164127294627949
5.2,4.05031268067867
5.300000000000001,3.9396000326965868
5.4,3.831906504363917
5.5,3.727151135314206
5.6000000000000005,3.625254872399382
5.7,3.526140576394621
5.800000000000001,3.429733017222701
5.9,3.3359588601801393
6,3.244746645163358
6.1000000000000005,3.1560267605021664
6.2,3.069731412692129
6.300000000000001,2.985794593062458
6.4,2.9041520422103053
6.5,2.8247412128661793
6.6000000000000005,2.747501231721198
6.7,2.672372860638744
6.800000000000001,2.599298457585843
6.9,2.528221937549341
7,2.4590887336452414
7.1000000000000005,2.391845758584003
7.2,2.326441366617856
7.300000000000001,2.2628253160666816
7.4,2.2009487324953207
7.5,2.1407640725961516
7.6000000000000005,2.0822250888155276
7.7,2.025286794750559
7.800000000000001,1.9699054313329418
7.9,1.916038433808889
8,1.8636443995180654
8.1,1.8126830564696275
8.200000000000001,1.763115232709699
8.3,1.71490282647166
8.4,1.668008777098354
8.5,1.6223970367236442
8.6,1.5780325426993886
8.700000000000001,1.53488119075303
8.8,1.492909808860305
8.9,1.4520861318171252
9,1.4123787764944722
9.1,1.3737572177599693
9.200000000000001,1.336191765049828
9.3,1.2996535395749327
9.4,1.2641144521449552
9.5,1.2295471815946284
9.600000000000001,1.1959251537965214
9.700000000000001,1.1632225212449303
9.8,1.13141414319581
9.9,1.1004755663479675
10,1.070383006051066
10.100000000000001,1.0411133280263138
10.200000000000001,1.0126440305860434
10.3,0.9849532273387276
10.4,0.9580196303663017
10.5,0.9318225338609988
10.600000000000001,0.9063417982092304
10.700000000000001,0.8815578345103627
10.8,0.8574515895185624
10.9,0.8340045309961929
11,0.81119863346755
11.100000000000001,0.7890163643620223
11.200000000000001,0.7674406705360524
11.3,0.746454965163564
11.4,0.7260431149848002
11.5,0.7061894279037779
11.600000000000001,0.6868786409248473
11.700000000000001,0.6680959084190845
11.8,0.6498267907115082
11.9,0.6320572429803578
12,0.6147736044598954
12.100000000000001,0.5979625879384451
12.200000000000001,0.5816112695435961
12.3,0.5657070788067133
12.4,0.5502377889991331
12.5,0.5351915077326032
12.600000000000001,0.5205566678167515
12.700000000000001,0.5063220183665543
12.8,0.49247661615296223
12.9,0.47900981719004726
13,0.4659112685521922
13.100000000000001,0.4531709004150401
13.200000000000001,0.4407789183140834
13.3,0.42872579561493734
13.4,0.4170022661895179
13.5,0.4055993172924851
13.600000000000001,0.3945081826324823
13.700000000000001,0.38372033563284197
13.8,0.3732274828765749
13.9,0.3630215577306105
14,0.3530947141443774
14.100000000000001,0.34343932061796567
14.200000000000001,0.33404795433522955
14.3,0.3249133954573172
14.4,0.31602862157224776
14.5,0.30738680229626425
14.600000000000001,0.29898129402281043
14.700000000000001,0.2908056348151002
14.8,0.2828535394383474
14.9,0.2751188945278412
15,0.26759575388914913
15.100000000000001,0.260278333926838
15.200000000000001,0.2531610091981957
15.3,0.24623830808853622
15.4,0.23950490860476498
15.5,0.2329556342839676
15.600000000000001,0.22658545021388077
15.700000000000001,0.22038945916218147
15.8,0.21436289781162193
15.9,0.2085011330981151
16,0.20279965864895447
16.1,0.1972540913184326
16.2,0.1918601678181919
16.3,0.18661374143971837
16.400000000000002,0.1815107788664614
16.5,0.176547357073123
16.6,0.1717196603097379
16.7,0.167023977168225
16.8,0.16245669772915144
16.900000000000002,0.15801431078652214
17,0.153693401148454
17.1,0.1494906470116653
17.2,0.14540281740776037
17.3,0.1414267697193435
17.400000000000002,0.13755944726405775
17.5,0.13379787694468545
17.6,0.13013916696350863
17.7,0.12658050459917036
17.8,0.1231191540443266
17.900000000000002,0.11975245430242965
18,0.11647781714202199
18.1,0.11329272510697126
18.2,0.11019472958111577
18.3,0.10718144890583121
18.400000000000002,0.10425056654907373
18.5,0.10139982932449038
18.6,0.09862704565922693
18.7,0.09593008390910453
18.8,0.0933068707198662
18.900000000000002,0.09075538943323629
19,0.08827367853656602
19.1,0.08585983015487261
19.200000000000003,0.08351198858411536
19.3,0.08122834886457819
19.400000000000002,0.07900715539326301
19.5,0.07684670057422856
19.6,0.07474532350583392
19.700000000000003,0.07270140870388114
19.8,0.07071338485967263
19.900000000000002,0.06877972363202953
20,0.06689893847234327
20.1,0.06506958348175475
20.200000000000003,0.06329025229958549
20.3,0.06155957702216364
20.400000000000002,0.059876227151215045
20.5,0.058238908571011175
20.6,0.05664636255348577
20.700000000000003,0.055097364790557955
20.8,0.05359072445291569
20.900000000000002,0.05212528327453694
21,0.05069991466224525
21.1,0.04931352282961351
21.200000000000003,0.047965041954552264
21.3,0.04665343535993313
21.400000000000002,0.04537769471661818
21.5,0.044136839268283025
21.6,0.04292991507743631
21.700000000000003,0.0417559942920577
21.8,0.0406141744322891
21.900000000000002,0.03950357769663154
22,0.03842335028711428
22.1,0.03737266175291696
22.200000000000003,0.03635070435194057
22.3,0.03535669242983632
22.400000000000002,0.03438986181601479
22.5,0.033449469236171626
22.6,0.032534791740877374
22.700000000000003,0.031645126149792736
22.8,0.030779788511081818
22.900000000000002,0.02993811357560755
23,0.029119454285505587
23.1,0.02832318127674288
23.200000000000003,0.027548682395278974
23.3,0.026795362226457845
23.400000000000002,0.026062641637268492
23.5,0.025349957331122625
23.6,0.02465676141480675
23.700000000000003,0.02398252097727613
23.8,0.023326717679966566
23.900000000000002,0.022688847358309106
24,0.022068419634141533
