parameter,value
F_oral,0.2828521633371887
Cmax,12.376803625826785
Tmax,1.1
AUC,59.890960000370654
t_half,2.5000000000000027
Ctrough,0.024475649857078834
Cmax_MIC,12.376803625826785
AUC_MIC,59.890960000370654
Ka,2.2353873017271635
fitness,0.6257273588926174
