Time,Concentration
0,0
0.1,3.285455253414757
0.2,5.82294004070594
0.30000000000000004,7.764741579484772
0.4,9.232574330062105
0.5,10.32370604737098
0.6000000000000001,11.115856635945295
0.7000000000000001,11.671115636610205
0.8,12.03907493006939
0.9,12.259333863364185
1,12.363502514259105
1.1,12.376803625826785
1.2000000000000002,12.319353605240899
1.3,12.207186876540078
1.4000000000000001,12.053074998820849
1.5,11.867181662744755
1.6,11.657586442642877
1.7000000000000002,11.430703595623005
1.8,11.191616932465156
1.9000000000000001,10.944347573460682
2,10.692068034377957
2.1,10.437273394425034
2.2,10.181918144281738
2.3000000000000003,9.9275255899166
2.4000000000000004,9.675275310563642
2.5,9.426073067797592
2.6,9.180606681845886
2.7,8.939390686914464
2.8000000000000003,8.702802014038742
2.9000000000000004,8.471108499537117
3,8.244491656940172
3.1,8.023064862219753
3.2,7.80688787179454
3.3000000000000003,7.595978408583956
3.4000000000000004,7.39032140407727
3.5,7.189876366587737
3.6,6.994583251661735
3.7,6.804367135283278
3.8000000000000003,6.6191419302747665
3.9000000000000004,6.43881333812283
4,6.263281189936087
4.1000000000000005,6.092441299436659
4.2,5.926186926253445
4.3,5.764409928086225
4.4,5.60700166455723
4.5,5.453853702970127
4.6000000000000005,5.304858366123388
4.7,5.159909154270267
4.800000000000001,5.0189010668765235
4.9,4.881730844676757
5,4.748297148411728
5.1000000000000005,4.618500687336092
5.2,4.492244307952776
5.300000000000001,4.369433051324935
5.4,4.249974185633113
5.5,4.133777219299338
5.6000000000000005,4.020753898924019
5.7,3.9108181954212418
5.800000000000001,3.803886281050569
5.9,3.6998764994937794
6,3.5987093306857614
6.1000000000000005,3.500307351757744
6.2,3.404595195170594
6.300000000000001,3.3114995048918012
6.4,3.2209488912908917
6.5,3.132873885285054
6.6000000000000005,3.0472068921527597
6.7,2.9638821453421382
6.800000000000001,2.8828356605282734
6.9,2.8040051901158027
7,2.727330178337072
7.1000000000000005,2.652751717059496
7.2,2.5802125023866265
7.300000000000001,2.509656792114281
7.4,2.4410303640848205
7.5,2.374280475468128
7.6000000000000005,2.309355822986423
7.7,2.2462065040911208
7.800000000000001,2.184783979092817
7.9,2.1250410342401125
8,2.066931745738675
8.1,2.0104114446987325
8.200000000000001,1.9554366829967222
8.3,1.9019652000349916
8.4,1.8499558903820716
8.5,1.799368772275163
8.6,1.7501649569657707
8.700000000000001,1.7023066188890816
8.8,1.65575696663747
8.9,1.6104802147184347
