parameter,value
F_oral,0.2297865186028318
Cmax,9.720046926072229
Tmax,1.2000000000000002
AUC,48.65594217447226
t_half,2.5000000000008096
Ctrough,0.020407053764207494
Cmax_MIC,9.720046926072229
AUC_MIC,48.65594217447226
Ka,1.8924469889201991
fitness,0.5552408316971138
