parameter,value
F_oral,0.2461395233105979
Cmax,10.283962127143198
Tmax,1.2000000000000002
AUC,51.80897815268881
t_half,2.500000000002102
Ctrough,0.021841622756120904
Cmax_MIC,10.283962127143198
AUC_MIC,51.80897815268881
Ka,1.8374389241953015
fitness,0.5759960722675511
