parameter,value
F_oral,0.28362673433730967
Cmax,12.410351907676207
Tmax,1.1
AUC,60.053866219863856
t_half,2.5000000000000036
Ctrough,0.024542405232162983
Cmax_MIC,12.410351907676207
AUC_MIC,60.053866219863856
Ka,2.2352709713806114
fitness,0.626752821495281
