"molecule","dose_mg","mult_point","mult_lo","mult_hi","F_point","F_lo","F_hi","Cmax_MIC_med","Cmax_MIC_lo","Cmax_MIC_hi","AUC_MIC_med","AUC_MIC_lo","AUC_MIC_hi","Cmin_med","PTA_Cmax8","PTA_AUC80","PTA_AUC120"
"B",1000,124.960591009021,21.0805113635206,729.925353240757,96.2391574232811,50.6077548623765,100,32.143691843757,10.3001347272912,43.987915407855,172.212602228854,97.1535678213452,179.456193353474,1.22675255183172,98.91,98.94,6.545
