parameter,value
F_oral,0.2841199604694151
Cmax,12.370176651497552
Tmax,1.1
AUC,59.85397426641185
t_half,2.500000000000002
Ctrough,0.024458969719260173
Cmax_MIC,12.370176651497552
AUC_MIC,59.85397426641185
Ka,2.236400217989818
fitness,0.6264569765621472
