"molecule","dose_mg","mult_point","mult_lo","mult_hi","F_point","F_lo","F_hi","Cmax_MIC_med","Cmax_MIC_lo","Cmax_MIC_hi","AUC_MIC_med","AUC_MIC_lo","AUC_MIC_hi","Cmin_med","PTA_Cmax8","PTA_AUC80","PTA_AUC120"
"A",550.57,73.8521830586689,12.4586621399436,431.388651185303,87.9563482088368,35.2554096004912,100,13.6917105775304,3.66457361547472,24.2184265861027,87.2116697375273,38.5142002234145,98.8031963746224,0.987703015512784,80.815,65.215,100
