rank,F_oral,Cmax_MIC,AUC_MIC,dose,fitness,Cmax,AUC,Ctrough,fCT,logP,particle_size,surfactant,cosurfactant,oil,pe_conc,polymer,chitosan,enteric,dose_range
25,34.02520431168119,8.533270449895875,28.723440622885104,489.1401307291049,0.6105385323395636,8.533270449895875,28.723440622885104,0.14075881055302172,27.234927234927238,1.5037598942968247,50.000000663734525,49.997575942169846,30,20.000000067078748,49.99999999939487,30,1,1,401-700mg
76,33.877781081511785,9.122831838409537,30.70793157156832,525.2102385496837,0.6105368132722929,9.122831838409537,30.70793157156832,0.1504837785306437,28.482328482328484,1.5666653845994667,50,49.998564094283644,29.99999998746722,20.000001048336117,49.99999999989949,30,1,1,401-700mg
122,34.03991997107953,8.462334817760597,28.484663949743865,484.86423073123757,0.6105127694928765,8.462334817760597,28.484663949743865,0.13958868744521172,27.027027027027028,1.500170602606499,50.00000000014276,49.99857388473948,29.99997037812733,20.00000009389822,50,30,1,1,401-700mg
41,33.543441158626884,10.559768811098452,35.54473058841615,613.9955026176885,0.6104844652363296,10.559768811098452,35.54473058841615,0.17418644023502838,31.80873180873181,1.5212692629521798,50.00001791164675,49.999947743165755,30,20.00000014405944,50,29.999997648360154,1,1,401-700mg
37,33.634228679509526,10.138092000666612,34.12535065492737,587.8861474136017,0.6104763139136635,10.138092000666612,34.12535065492737,0.16723079176815298,30.76923076923077,1.5674993835709135,50,49.998564094283644,29.999999270694907,20.000001048336117,49.99999999989949,30,1,1,401-700mg
89,34.045867080026746,8.414275240589724,28.322988980035245,482.0279860337654,0.6104657324323862,8.414275240589724,28.322988980035245,0.1387964400362816,27.027027027027028,1.5001612240398643,50.0000000817428,49.99919522555486,29.973178525841874,20,49.999999999639414,30,1,1,401-700mg
62,33.5255250671393,10.632606496343787,35.789916215366915,618.5611929609166,0.61046515474502006,10.632606496343787,35.789916215366915,0.17538797294815484,31.80873180873181,1.5017738985299494,50.00045375751622,49.99775071732094,29.99999999821009,20,49.99999999999999,30,1,1,401-700mg
38,34.06608178795165,8.331928761322805,28.04571320445002,477.0258130872552,0.6104571543533733,8.331928761322805,28.04571320445002,0.1374376167687078,26.819126819126822,1.5015707325597027,50.00000008017995,49.99774729873464,30,20,50,29.999999999999996,1,1,401-700mg
112,34.08165677664573,8.253839928287544,27.782855238336612,472.3389443733223,0.610422109427514,8.253839928287544,27.782855238336612,0.13614948233187044,26.611226611226613,1.5067766343437585,50.0000018014402,49.99964120316879,30,20.000000041283425,50,30,1,1,401-700mg
54,33.487437214931894,10.769790285438841,36.25168416839323,627.2545956637318,0.6103909814749798,10.769790285438841,36.25168416839323,0.1776508602262592,32.224532224532226,1.5015486490866667,50.01498352443089,49.997738320715484,30,20.000000000000504,49.99999999999999,29.999999999999993,1,1,401-700mg
88,33.472442985958864,10.82478776158535,36.436798508994464,630.740005751463,0.6103624417270632,10.82478776158535,36.436798508994464,0.17855800637418606,32.224532224532226,1.5015977663400453,50.014924602334915,49.99987137178493,30,20.000002106511648,49.99999999999778,30,1,1,401-700mg
11,34.11280245545058,8.09473624766964,27.24730281522856,462.81102518859706,0.6103440219747862,8.09473624766964,27.24730281522856,0.13352501493027455,26.195426195426197,1.5060753237745725,50,49.999975284359614,29.999989963569913,20,50,30,1,1,401-700mg
43,34.083748212089205,8.203945657331985,27.615104749140848,469.45817747659487,0.6103428416651361,8.203945657331985,27.615104749140848,0.13532750201332194,26.403326403326403,1.5002499289606577,50,49.99857388473948,29.94626048761138,20.00000009389822,50,30,1,1,401-700mg
56,33.9612176619516,8.660131234030999,29.15144214915278,497.3639410376133,0.6103062506314701,8.660131234030999,29.15144214915278,0.14285661863273627,27.442827442827443,1.500578303437226,50,49.99927954717409,29.738779124555258,20,50,29.99999968764413,1,1,401-700mg
120,33.44501295630996,10.923005029112138,36.76740233402673,636.9849276407924,0.6103046830798438,10.923005029112138,36.76740233402673,0.18017812541567113,32.432432432432435,1.5067857739106894,50,49.99999828424094,30,20.000000009083898,50,30,1,1,401-700mg
72,34.12921959142333,8.008943566351133,26.958525160590263,457.68570517270507,0.6102978746696697,8.008943566351133,26.958525160590263,0.13210986618253373,25.987525987525988,1.500235333595394,50.00000000160769,49.99857388473948,29.999969635471142,20.00000009389822,50,30,1,1,401-700mg
97,33.75639771905617,9.48228112581522,31.917853599158445,547.867022955784,0.6102656428959707,9.48228112581522,31.917853599158445,0.1564129828159147,29.313929313929314,1.3876920603861305,50.00000000000001,49.999330399064924,29.999999999999833,20,49.99999999764181,30,1,1,401-700mg
