"IndividualId","Cmax","AUC24","Ctrough","Cmax_MIC","AUC_MIC"
61,33.2187684072113,132.044395375801,0.947866670269966,33.2187684072113,132.044395375801
62,7.5600733795929,59.4715761960339,1.42931960744858,7.5600733795929,59.4715761960339
63,21.2352705666542,184.519302294289,2.61327850815058,21.2352705666542,184.519302294289
64,13.1354961475563,94.3755377849559,1.72121742383361,13.1354961475563,94.3755377849559
65,36.7586308223724,245.328795536768,1.43622236626625,36.7586308223724,245.328795536768
66,17.2986453147316,100.351690888506,1.70705611227393,17.2986453147316,100.351690888506
67,17.7128893146324,93.7776070641612,1.1269081474781,17.7128893146324,93.7776070641612
68,25.8529513765907,174.683632039321,2.11532640798092,25.8529513765907,174.683632039321
69,37.0580969506836,165.352291069491,0.55325682146132,37.0580969506836,165.352291069491
70,51.6761480372238,389.254488266776,2.29008319895744,51.6761480372238,389.254488266776
71,10.9858944790077,69.2149980960434,1.36753730776668,10.9858944790077,69.2149980960434
72,18.4499266835976,114.63926350215,1.72733012396216,18.4499266835976,114.63926350215
73,17.6865302459526,109.597218419345,1.84662263255596,17.6865302459526,109.597218419345
74,32.8044673376083,141.053649026035,0.357569800820053,32.8044673376083,141.053649026035
75,20.9424013392258,140.014744091843,1.73376584752202,20.9424013392258,140.014744091843
76,41.0877886193848,183.890466989597,0.724148421956301,41.0877886193848,183.890466989597
77,8.34949984341621,59.1272395046771,1.35205458738089,8.34949984341621,59.1272395046771
78,12.821808962841,86.3035805535845,1.65211470874429,12.821808962841,86.3035805535845
79,29.4026422645187,183.69270867316,1.6017656328094,29.4026422645187,183.69270867316
80,20.4525078822708,118.221530948878,1.6698248194778,20.4525078822708,118.221530948878
81,17.96743445364,118.132593162791,2.0083318628788,17.96743445364,118.132593162791
82,29.4346619342804,136.080034993485,0.965130143705606,29.4346619342804,136.080034993485
83,15.721909316349,89.6875928087639,1.45554057190776,15.721909316349,89.6875928087639
84,24.09822211092,121.040515897774,1.25244778210044,24.09822211092,121.040515897774
85,21.187986534996,165.696534453244,2.18055863803625,21.187986534996,165.696534453244
86,14.3182211388779,70.5125951417277,1.12925168358684,14.3182211388779,70.5125951417277
87,20.8239496055603,99.1045795223894,1.27046107562661,20.8239496055603,99.1045795223894
88,15.4034710789299,118.534101115391,2.30242764304638,15.4034710789299,118.534101115391
89,5.97835492869854,66.8030764086396,1.9683803962326,5.97835492869854,66.8030764086396
90,35.2041056386948,235.334078300835,2.19616564107418,35.2041056386948,235.334078300835
91,12.7998763629341,94.617972153205,1.88222632419825,12.7998763629341,94.617972153205
92,24.1211605643272,119.480929155746,1.00446922569633,24.1211605643272,119.480929155746
93,16.1639337771988,130.484243892775,2.66469385121584,16.1639337771988,130.484243892775
94,19.2820403929138,82.955367639435,0.871851777632833,19.2820403929138,82.955367639435
95,14.7791445882797,116.703624126382,2.02784568830013,14.7791445882797,116.703624126382
96,16.7930559062576,119.384293552632,1.86398007036448,16.7930559062576,119.384293552632
97,20.8994046689415,164.713098933318,2.67369369865894,20.8994046689415,164.713098933318
98,18.0727227038193,113.815623428991,1.79125030818939,18.0727227038193,113.815623428991
99,39.8792663392639,193.247655022592,1.21369243844986,39.8792663392639,193.247655022592
