Time,Concentration
0,0
0.1,2.111351856638547
0.2,3.8032824461103294
0.30000000000000004,5.149219716417146
0.4,6.209969830854956
0.5,7.035880530003746
0.6000000000000001,7.668633865573025
0.7000000000000001,8.14273179763474
0.8,8.486727270301143
0.9,8.724244367631444
1,8.874823682301841
1.1,8.954622839848449
1.2000000000000002,8.976996991902327
1.3,8.95297984113892
1.4000000000000001,8.891682238135942
1.5,8.800622471234332
1.6,8.685999951456138
1.7000000000000002,8.552921989887826
1.8,8.405591703699587
1.9000000000000001,8.247463710312987
2,8.081373128400744
2.1,7.9096424590045435
2.2,7.7341701366113
2.3000000000000003,7.556503890791719
2.4000000000000004,7.377901520986772
2.5,7.199381241175263
2.6,7.021763381680798
2.7,6.845704929194892
2.8000000000000003,6.671728132362523
2.9000000000000004,6.500244190011716
3,6.331572864863973
3.1,6.165958721166918
3.2,6.003584565031371
3.3000000000000003,5.844582567094291
3.4000000000000004,5.689043464955555
3.5,5.537024174740081
3.6,5.388554084705917
3.7,5.243640257055384
3.8000000000000003,5.102271725353806
3.9000000000000004,4.964423042846791
4,4.830057210354827
4.1000000000000005,4.6991280903709365
4.2,4.571582395712136
4.3,4.447361325931335
4.4,4.326401912146711
4.5,4.208638120546069
4.6000000000000005,4.094001756205844
4.7,3.9824232017231944
4.800000000000001,3.873832019241792
4.9,3.768157439548279
5,3.6653287578527007
5.1000000000000005,3.5652756524991407
5.2,3.4679284400625092
5.300000000000001,3.3732182779754734
5.4,3.281077323913736
5.5,3.1914388595804444
5.6000000000000005,3.104237385215268
5.7,3.0194086900638406
5.800000000000001,2.9368899031403464
5.9,2.856619527867924
6,2.778537463561774
6.1000000000000005,2.7025850162064127
6.2,2.6287049005531635
6.300000000000001,2.556841235211628
6.4,2.4869395321170784
6.5,2.418946681513977
6.6000000000000005,2.3528109333956926
6.7,2.2884818761747403
6.800000000000001,2.225910413220626
6.9,2.165048737788839
7,2.1058503067704772
7.1000000000000005,2.048269813614234
7.2,1.9922631607081378
7.300000000000001,1.9377874314551817
7.4,1.8848008622330463
7.5,1.833262814391747
7.6000000000000005,1.7831337464130046
7.7,1.7343751863304155
7.800000000000001,1.686949704488999
7.9,1.6408208867059206
8,1.5959533078802897
8.1,1.5523125060885468
8.200000000000001,1.5098649571926084
8.3,1.4685780499802503
8.4,1.4284200618509386
8.5,1.3893601350552187
8.6,1.3513682534915838
8.700000000000001,1.3144152200613877
8.8,1.2784726345796398
8.9,1.2435128722373212
9,1.2095090626091556
9.1,1.1764350691993517
9.200000000000001,1.1442654695167942
9.3,1.1129755356703255
9.4,1.082541215474121
9.5,1.0529391140527482
9.600000000000001,1.0241464759351406
9.700000000000001,0.9961411676265352
9.8,0.968901660647308
9.9,0.9424070150275925
10,0.9166368632465958
10.100000000000001,0.8915713946055877
10.200000000000001,0.8671913400236458
10.3,0.8434779572453835
10.4,0.8204130164500363
10.5,0.7979787862514733
10.600000000000001,0.7761580200788886
10.700000000000001,0.754933942928126
10.8,0.7342902384738147
10.9,0.7142110365326977
11,0.6946809008687627
11.100000000000001,0.6756848173310005
