"n","Cmax_MIC_median","Cmax_MIC_p5","Cmax_MIC_p95","AUC_MIC_median","AUC_MIC_p5","AUC_MIC_p95","PTA_Cmax8","PTA_AUC80"
100,18.1945638427639,7.28405237663841,40.660255582653,121.486753845879,53.687931426751,391.552317406625,92,80
