"n","Cmax_MIC_median","Cmax_MIC_p5","Cmax_MIC_p95","AUC_MIC_median","AUC_MIC_p5","AUC_MIC_p95","PTA_Cmax8","PTA_AUC80"
100,40.295452492466,18.1369781056681,118.943223647339,261.100236156768,113.05300378816,659.710499821566,99,100
