"state","gastric_min","Cmax","Tmax","AUC24","AUC96","F","Clast"
"fasted",15,12.6655262586498,1.5533332824707,76.0758386200089,87.3113682067787,89.3483164266827,0.892386392765641
"fed",90,8.76605873311043,2.82666676839193,74.7130437511535,87.2595017133182,89.2952399033751,0.969734175047874
