"MIC","Cmax_MIC","AUC_tau_MIC","Cmin_MIC","fT_MIC_pct"
0.25,54.3258265377045,349.004375395516,4.21404642435074,99.5833333333334
0.5,27.1629132688522,174.502187697758,2.10702321217537,99.5833333333334
1,13.5814566344261,87.2510938488789,1.05351160608768,99.5833333333334
2,6.79072831721306,43.6255469244395,0.526755803043842,54.1666666666667
4,3.39536415860653,21.8127734622197,0.263377901521921,27.5
8,1.69768207930326,10.9063867311099,0.131688950760961,13.3333333333334
