cluster,n,avg_F,avg_Cmax_MIC,avg_AUC_MIC,avg_fitness,candidates
1,7,0.2706785217400563,11.630867634386512,56.714863709717605,0.6076862969195718,"1, 2, 3, 4, 5, 8, 10"
2,1,0.25484722838583035,10.981636267900972,53.627469639152395,0.5874839948795715,6
3,2,0.24711870646788897,9.630479559522762,48.4065951753995,0.5660164142350494,"7, 9"
