rank,F_oral,Cmax_MIC,AUC_MIC,dose,fitness,Cmax,AUC,Ctrough,fCT,logP,particle_size,surfactant,cosurfactant,oil,pe_conc,polymer,chitosan,enteric,dose_range
32,33.79145021026654,9.03457828134241,30.414311743604973,521.5170326094527,0.6097297648562456,9.03457828134241,30.414311743604973,0.1490462768387413,28.274428274428274,1.5002622212108268,50,49.12652412622614,30,20.000031148626938,50,29.999999999996245,1,1,401-700mg
69,33.99851856979092,8.189805264222898,27.569527922557604,469.858124498521,0.6097035709189995,8.189805264222898,27.569527922557604,0.1351049615459626,26.403326403326403,1.529210291733567,50,49.380428583268134,29.999999999999996,20.00000000435797,49.99999999998959,29.990655654328496,1,1,401-700mg
57,33.22833348376635,11.650291348546759,39.21553100997537,683.8283699568988,0.6097019610763337,11.650291348546759,39.21553100997537,0.1921751627914337,34.0956340956341,1.4987583383305454,50,49.99111823862351,29.999999666321262,20,50,30,1,1,401-700mg
179,33.77448943663693,9.054857036035084,30.482917862277212,522.9558842249571,0.6096389726296844,9.054857036035084,30.482917862277212,0.14938261864992244,28.482328482328484,1.5012355541418376,50,49.987615834354415,29.05354468273634,20,50,30,1,1,401-700mg
100,33.187450971466,11.781467412126567,39.657071855805306,692.3796939088477,0.6095656774888963,11.781467412126567,39.657071855805306,0.19433892550443393,34.303534303534306,1.500229830446115,50,49.99211119571679,30,20.000482963232997,50,30,1,1,401-700mg
121,33.158419690593384,11.870911504790072,39.95816826727848,698.2473900583018,0.6094606054767937,11.870911504790072,39.95816826727848,0.19581445331673186,34.511434511434516,1.4998186550050279,50,49.98774036325055,29.999999999999996,20,50,30,1,1,401-700mg
123,33.205093811776685,11.61962001183754,39.11230581838619,682.505699286011,0.6094556073340981,11.61962001183754,39.11230581838619,0.1916693156799882,34.0956340956341,1.4987535722656262,50,49.987990847294,29.99992423215182,20.00000000480355,50,29.864245404165338,1,1,401-700mg
115,33.61416620661743,9.642657923404352,32.457727091338775,559.4912975543558,0.6094541638700822,9.642657923404352,32.457727091338775,0.15905863984047522,29.72972972972973,1.4917363487043804,56.555953902626385,49.99058116510444,29.999999999999993,20.00000012478321,49.9999999999892,30,1,1,401-700mg
144,33.1530143166446,11.893339543760339,40.03360156873487,699.6796108891251,0.6094499910717122,11.893339543760339,40.03360156873487,0.19618408885012714,34.71933471933472,1.4998538016425094,50,49.99944844923165,30,20.000031903815163,49.999999999999986,30,1,1,401-700mg
128,33.63028079540112,9.559746729964187,32.1786164205803,554.4143335837715,0.6094338046243779,9.559746729964187,32.1786164205803,0.15769085109755815,29.521829521829524,1.3469268647082289,50.00008819197283,49.99704070325931,30,20.00001749061533,49.68276023482152,30,1,1,401-700mg
88,33.127590348072175,11.97241616543699,40.29977760398187,704.8721951763679,0.6093572002566192,11.97241616543699,40.29977760398187,0.19748848068354752,34.71933471933472,1.4998538016425094,50,49.99944844923165,30,20.000031903815163,49.999999999999986,30,1,1,701-1000mg
22,33.111580699776525,12.021127003992161,40.46374723731426,708.0823384607453,0.6092962938313534,12.021127003992161,40.46374723731426,0.1982920140792654,34.92723492723493,1.5027823515411254,50,49.998226670310274,30,20.00004623288065,50,30,1,1,701-1000mg
13,33.06693037120132,12.156854113506677,40.920618020725065,717.044121529636,0.6091231465041491,12.156854113506677,40.920618020725065,0.20053090528571155,35.13513513513514,1.5012697410746576,50,49.99706215293139,30,20.000000000000007,50,30,1,1,701-1000mg
33,33.04309591642329,12.228779506872142,41.16272049738835,721.8067110303103,0.6090280400843613,12.228779506872142,41.16272049738835,0.2017173241304932,35.343035343035346,1.5014760439122514,50.00000039747534,49.9974792740863,30,20,50,30,1,1,701-1000mg
113,33.00663182692667,12.337072351524641,41.527243083771154,729.0032552040036,0.6088773519530527,12.337072351524641,41.527243083771154,0.2035036631124995,35.550935550935556,1.499930752556583,50,49.99689843005055,30,20,49.99999999999808,30,1,1,701-1000mg
51,32.98454720778729,12.402288217305571,41.74676069881835,733.3475277237416,0.6087840629006163,12.402288217305571,41.74676069881835,0.20457940507095992,35.75883575883576,1.5000623657115788,50,49.997353933007595,29.999999999999996,20.000002451849223,50,30,1,1,701-1000mg
56,32.94882387358976,12.506292445663306,42.09684498495676,740.2990768220852,0.6086285865906305,12.506292445663306,42.09684498495676,0.20629498833191498,35.96673596673597,1.49986972977069,50.00000000000001,49.99732826830677,29.999928383461672,20,49.99999999999652,30,1,1,701-1000mg
153,32.926657174625326,12.570142633300735,42.31176852852594,744.5795647736202,0.6085296505467276,12.570142633300735,42.31176852852594,0.20734821825891417,36.17463617463618,1.5000614720529464,50.00000000000001,49.9971802916761,29.999999999999996,20.00000001775107,50,30,1,1,701-1000mg
143,32.91638700309864,12.599383616975656,42.410195256541044,746.5444800671643,0.6084829283675832,12.599383616975656,42.410195256541044,0.20783055704470185,36.17463617463618,1.4996264826953185,50.00244552150138,49.9971762794179,30,20,50,30,1,1,701-1000mg
125,32.96336377028251,12.318530650653537,41.46483073039251,728.86307677328,0.6084698903606705,12.318530650653537,41.46483073039251,0.20319781226392777,35.550935550935556,1.6,50,49.99689843005055,30,20,49.99999999999808,30,1,1,701-1000mg
150,32.8910887752049,12.666194370744734,42.63515155380602,751.0816197766018,0.60835903973499,12.666194370744734,42.63515155380602,0.20893297928851212,36.38253638253639,1.5027515801779767,50,49.998249718474604,29.98666934661557,20.000000004562906,50,30,1,1,701-1000mg
155,32.87954764133498,12.700344202772845,42.7500637573933,753.3703221586867,0.6083075620300942,12.700344202772845,42.7500637573933,0.20949608971449912,36.38253638253639,1.4894368709447767,50,49.991799045141796,29.999999999999993,20.00000016233257,50,30,1,1,701-1000mg
